index,Шал,Тагт,Ашиглалтанд орсон он,Гараж,Цонх,Барилгын давхар,Хаалга,Талбай,Хэдэн давхарт,Лизинг,Дүүрэг,Цонхны тоо,Байршил,Огноо,Зарын гарчиг,Үнэ,Байрлал,Талбай_numeric,Үнэ_mean
3241,Паркет,1 тагттай,1998,Байхгүй,Вакум,5,Төмөр,22.0,5,Банкны лизингтэй,Баянгол,2,Төмөр зам,2020-02-01 12:38:00,1OROO BAIR 22M2,65000000.0,Улаанбаатар,22.0,65380000.0
3242,Цемент,Тагтгүй,2007,Байхгүй,Вакум,3,Бүргэд,18.0,2,Лизинггүй,Баянгол,1,6-р бичил,2020-02-01 13:18:00,BICHILD 1 OROO BAIR 18M2,28000000.0,Улаанбаатар,18.0,41250000.0
3243,Паркет,1 тагттай,2019,Байхгүй,Вакум,13,Бүргэд,43.0,5,Лизинггүй,Хан-Уул,1,120 мянгат,2020-02-01 14:30:00,ALTAI KHOTKHONY URD 1 OROO BAIR 43 MK,70000000.0,Улаанбаатар,43.0,82816551.72413793
3244,Паркет,1 тагттай,2012,Байхгүй,Вакум,16,Бүргэд,30.0,16,Лизинггүй,Баянгол,1,10-р хороолол,2020-02-01 14:19:00,10-R KHOROOLOL GOLDEN PARK 2 KHOTKHOND 1 OROO,45000000.0,Улаанбаатар,30.0,49934253.40599455
3245,Паркет,1 тагттай,2019,Байхгүй,Вакум,13,Бүргэд,36.76,6,Лизинггүй,Баянгол,1,Бусад,2020-02-01 14:55:00,BARS ZAKHYN ZAMYN KHOINO PREMIUM ULAANBAATAR 1 OROO,84548000.0,Улаанбаатар,36.76,68056524.7311828
3246,Паркет,Тагтгүй,2015,Байхгүй,Вакум,12,Бүргэд,38.4,1,Лизинггүй,Сүхбаатар,2,Дөлгөөн нуур,2020-02-01 19:56:00,KHOTYN TOVD A ZEREGLELD 38.4 M2 GAL TOGOO TUSDAA 1 OROO BAIR,65000000.0,Улаанбаатар,38.4,69369148.9361702
3247,Паркет,1 тагттай,2019,Байхгүй,Вакум,12,Бүргэд,37.26,6,Лизинггүй,Баянгол,2,"3, 4 хороолол",2020-02-01 16:43:00,3HOROOLOL EMARTIIN BARUUN HOINO SHINE 1 URUU 37.26M2BAIR,74000000.0,Улаанбаатар,37.26,67657509.58466454
3248,Паркет,1 тагттай,1996,Байхгүй,Вакум,5,Бүргэд,35.0,2,Лизинггүй,Чингэлтэй,3,Баянбүрд,2020-02-01 13:31:00,NISDEG MASHINY ESREG TALD 2 OROO BAIR 35M2,60000000.0,Улаанбаатар,35.0,59190014.63414634
3249,Паркет,1 тагттай,2009,Байхгүй,Вакум,9,Бүргэд,36.0,1,Лизинггүй,Хан-Уул,2,19-р хороолол,2020-02-01 21:19:00,1 OROO BAIR 36M2,68000000.0,Улаанбаатар,36.0,79650016.49484536
3250,Паркет,Тагтгүй,1999,Байхгүй,Вакум,6,Бүргэд,18.0,1,Банкны лизингтэй,Сонгино Хайрхан,2,5 шар,2020-02-01 20:28:00,5 SHARD GAL TOGOO TUSDAA 1OROO,42000000.0,Улаанбаатар,18.0,36284482.75862069
3251,Паркет,Тагтгүй,2013,Байхгүй,Вакум,5,Бүргэд,30.3,2,Лизинггүй,Хан-Уул,1,Viva city,2020-02-01 21:55:00,VIVA CITY-D 30.3 MKV 1 URUU BAIR,45000000.0,Улаанбаатар,30.3,43515602.83687943
3252,Паркет,1 тагттай,2019,Байхгүй,Вакум,9,Бүргэд,35.0,8,Лизинггүй,Баянгол,1,"3, 4 хороолол",2020-02-01 23:31:00,KHOROOLOLD GOVI SAUNY KHAJUUD 35 MKV 1 OROO BAIR,64000000.0,Улаанбаатар,35.0,56938935.39325843
3253,Паркет,1 тагттай,2015,Байхгүй,Вакум,12,Бүргэд,23.0,11,Лизинггүй,Сонгино Хайрхан,1,21-р хороолол,2020-02-01 23:35:00,ZALUUS 2 XOTXOND 1 OROO BAIR 23M2,36000000.0,Улаанбаатар,23.0,46775845.41062802
3254,Паркет,Тагтгүй,2013,Байхгүй,Вакум,12,Төмөр,45.0,2,Лизинггүй,Баянзүрх,1,13-р хороолол,2020-02-02 11:35:00,13-R KHOROOLOL TUMEN NAST KHOTKHOND 1 OROO,73600000.0,Улаанбаатар,45.0,79020892.15686275
3255,Паркет,1 тагттай,2012,Байхгүй,Вакум,16,Бүргэд,30.0,16,Лизинггүй,Баянгол,1,10-р хороолол,2020-01-22 11:57:00,GOLDEN PARK 2-T 301-R BAIRAND 1 OROO 30M2 BAIR,50000000.0,Улаанбаатар,30.0,49934253.40599455
3256,Паркет,1 тагттай,2014,Байхгүй,Вакум,12,Бүргэд,30.0,10,Лизинггүй,Баянгол,2,Баруун 4 зам,2020-01-22 14:10:00,TBD ANDUUDYN KHOINO 1OROO 30M2,54000000.0,Улаанбаатар,30.0,63896130.43478261
3257,Паркет,1 тагттай,2020,Байгаа,Вакум,9,Бүргэд,34.0,3,Лизинггүй,Баянгол,2,10-р хороолол,2020-01-22 14:36:00,1 OROO BAIR,64600000.0,Улаанбаатар,34.0,49934253.40599455
3258,Паркет,1 тагттай,2014,Байхгүй,Вакум,12,Бүргэд,49.0,10,Лизинггүй,Баянгол,2,Нарны хороолол,2020-01-22 14:15:00,BGD-IIN 3-R KHOROO NARNY KHOROOLOL,98000000.0,Улаанбаатар,49.0,89632018.86792453
3259,Паркет,1 тагттай,2010,Байхгүй,Вакум,4,Бүргэд,34.0,4,Банкны лизингтэй,Баянзүрх,1,Сансар,2020-01-22 14:53:00,SANSAR 805 KHUNS KOMPLEKSIIN KHAJUUD 34M.KV 1 OROO BAIR,55000000.0,Улаанбаатар,34.0,49356930.69306931
3260,Паркет,1 тагттай,2015,Байхгүй,Вакум,6,Бүргэд,36.0,5,Лизинггүй,Баянгол,1,Бусад,2020-01-22 15:24:00,BGD GEMTELD 1 OROO,50000000.0,Улаанбаатар,36.0,68056524.7311828
3261,Паркет,1 тагттай,2015,Байхгүй,Вакум,12,Бүргэд,49.0,4,Лизинггүй,Сонгино Хайрхан,3,21-р хороолол,2020-01-22 15:04:00,21-KHOROOLOLD ORCHLON KHOROOLOLD 1 OROO 49M2,59000000.0,Улаанбаатар,49.0,55424309.9378882
3262,Паркет,1 тагттай,2010,Байхгүй,Вакум,5,Бүргэд,23.1,4,Лизинггүй,Баянгол,2,1-р хороолол,2020-01-22 15:55:00,MOSKVA KHOROOLLYN ZAMYN ESREG TALD SHINE KHOTKHOND 1 OROO BAIR .,41000000.0,Улаанбаатар,23.1,53151244.44444445
3263,Мод,1 тагттай,2000,Байхгүй,Вакум,9,Бүргэд,45.0,1,Лизинггүй,Сонгино Хайрхан,2,1-р хороолол,2020-01-22 20:03:00,"SHD, 1-R HOROOLOLD HUUCHNI UGSARMAL 9 DAVHAR BAIRAND 1 URUU BAIR",55000000.0,Улаанбаатар,45.0,61578085.526315786
3264,Паркет,1 тагттай,1995,Байхгүй,Вакум,9,Бүргэд,45.0,9,Лизинггүй,Сонгино Хайрхан,2,1-р хороолол,2020-01-22 20:20:00,1 HOROOLOL 1 URUU BAIR 45M2,55000000.0,Улаанбаатар,45.0,61578085.526315786
3265,Паркет,1 тагттай,2017,Байхгүй,Вакум,6,Бүргэд,25.0,2,Лизинггүй,Хан-Уул,2,Бусад,2020-01-22 20:24:00,IREEDUI HOTHOND 1 OROO 25M2,35000000.0,Улаанбаатар,25.0,51733929.42898975
3266,Паркет,Тагтгүй,2015,Байгаа,Вакум,5,Бүргэд,35.6,1,Лизинггүй,Сонгино Хайрхан,3,5 шар,2020-01-22 16:38:00,1 OROO 35.6 M2 TABAN SHARAAS BARUUN TOB ZAM DAGUU DOKTOR ABTO SULJEE,54000000.0,Улаанбаатар,35.6,55494736.84210526
3267,Паркет,1 тагттай,2015,Байхгүй,Вакум,12,Бүргэд,30.0,1,Банкны лизингтэй,Баянгол,1,Төмөр зам,2020-01-22 20:27:00,TBD ANDUUDYN KHOINO KHD-86 BAIRAND 1 OROO BAIR 30M2,50000000.0,Улаанбаатар,30.0,65380000.0
3268,Паркет,1 тагттай,2019,Байхгүй,Вакум,10,Төмөр вакум,29.0,3,Лизинггүй,Баянзүрх,1,100 айл,2020-01-22 21:56:00,SHINE 100 AIL APARTMENTYN ZUUN KHOINO 29MKV 1 OROO BAIR,53650000.0,Улаанбаатар,29.0,51155321.428571425
3269,Паркет,1 тагттай,2018,Байхгүй,Вакум,16,Бүргэд,26.0,7,Лизинггүй,Баянзүрх,1,16-р хороолол,2020-01-23 09:30:00,26M2 NEG OROO,40000000.0,Улаанбаатар,26.0,46918892.327365726
3270,Паркет,1 тагттай,2011,Байхгүй,Вакум,16,Төмөр,30.0,8,Лизинггүй,Баянгол,2,10-р хороолол,2020-02-02 12:43:00,10R HOROOLOL GOLDEN PARK 1 URUU BAIR,49000000.0,Улаанбаатар,30.0,49934253.40599455
3271,Паркет,1 тагттай,2014,Байхгүй,Вакум,12,Төмөр,39.52,5,Лизинггүй,Баянгол,1,19-р хороолол,2020-01-23 09:17:00,NARNY KHOROOLOLD 1 OROO BAIR,86944000.0,Улаанбаатар,39.52,79650016.49484536
3272,Мод,1 тагттай,1982,Байхгүй,Мод,9,Төмөр,18.2,1,Лизинггүй,Баянгол,2,"3, 4 хороолол",2020-01-23 08:36:00,"3,4 KHOROOLOLD 1 OROO BAIR 18.2M2",64000000.0,Улаанбаатар,18.2,62586538.461538464
3273,Паркет,1 тагттай,2019,Байхгүй,Вакум,9,Бүргэд,30.0,6,Лизинггүй,Баянгол,1,Төмөр зам,2020-01-23 10:21:00,TOMOR ZAMD 1 OROO BAIR,65000000.0,Улаанбаатар,30.0,65380000.0
3274,Паркет,1 тагттай,2020,Байгаа,Вакум,16,Бүргэд,23.47,13,Лизинггүй,Баянзүрх,1,Офицер,2020-01-23 09:42:00,1 OROO 23.47M2 BAIR,23446530.0,Улаанбаатар,23.47,48726743.967289716
3275,Паркет,1 тагттай,2013,Байхгүй,Вакум,6,Бүргэд,32.03,5,Лизинггүй,Баянзүрх,2,14-р хороолол,2020-01-23 10:51:00,OGOOMOR ZAKHYN KHOINO EREL KOMPANIIN SHINE UE KHOTKHOND 1 OROO,53000000.0,Улаанбаатар,32.03,51941115.49295775
3276,Паркет,Тагтгүй,2019,Байхгүй,Вакум,6,Бүргэд,30.0,1,Хувь лизингтэй,Сонгино Хайрхан,2,Толгойт,2020-01-23 11:51:00,1 OROO 30M2 BAIR,45000000.0,Улаанбаатар,30.0,40412500.0
3277,Паркет,Тагтгүй,2008,Байхгүй,Вакум,6,Төмөр,20.0,2,Лизинггүй,Хан-Уул,1,Viva city,2020-01-23 12:03:00,VIVA CITY D 1 OROO BAIR,42000000.0,Улаанбаатар,20.0,40795454.54545455
3278,Паркет,1 тагттай,2014,Байхгүй,Вакум,12,Бүргэд,50.0,3,Лизинггүй,Баянгол,1,Нарны хороолол,2020-01-23 12:05:00,NARNY KHOROOLOLD 1 OROO BAIR,120000000.0,Улаанбаатар,50.0,89632018.86792453
3279,Паркет,1 тагттай,2007,Байхгүй,Вакум,6,Төмөр вакум,39.43,4,Лизинггүй,Баянгол,1,Богд-Ар,2020-01-23 13:54:00,1 OROO 39.43M2,60500000.0,Улаанбаатар,39.43,66540750.0
3280,Паркет,1 тагттай,2012,Байхгүй,Вакум,16,Бүргэд,30.0,16,Лизинггүй,Баянгол,1,10-р хороолол,2020-01-23 13:00:00,GOLDEN PARK 2-IIN 301-R BAIRNY 16 DAVKHART 1 OROO,48000000.0,Улаанбаатар,30.0,49934253.40599455
3281,Паркет,1 тагттай,2017,Байхгүй,Вакум,6,Бүргэд,25.0,6,Лизинггүй,Хан-Уул,2,Бусад,2020-01-23 12:31:00,1 URUU BAIR,35000000.0,Улаанбаатар,25.0,51733929.42898975
3282,Паркет,1 тагттай,2020,Байхгүй,Вакум,9,Бүргэд,33.9,2,Лизинггүй,Баянгол,2,10-р хороолол,2020-01-23 16:30:00,1 OROO BAIR 33.9M2,66105000.0,Улаанбаатар,33.9,49934253.40599455
3283,Паркет,1 тагттай,2016,Байхгүй,Вакум,16,Бүргэд,39.96,8,Банкны лизингтэй,Сонгино Хайрхан,2,Бусад,2020-01-23 21:43:00,1URUU 39.96M2,55000000.0,Улаанбаатар,39.96,68056524.7311828
3284,Паркет,1 тагттай,2011,Байгаа,Вакум,12,Бүргэд,30.0,9,Лизинггүй,Баянгол,1,"3, 4 хороолол",2020-01-23 14:51:00,TBD-ANDUUDAD 30MK 1 OROO BAIR,48000000.0,Улаанбаатар,30.0,56938935.39325843
3285,Плита,Тагтгүй,2013,Байхгүй,Вакум,3,Бүргэд,37.0,2,Лизинггүй,Баянзүрх,1,Офицер,2020-01-23 22:10:00,ULAANHUARAN 1OROO 37M2 BAIR,45800000.0,Улаанбаатар,37.0,57844298.65771812
3286,Паркет,1 тагттай,2013,Байхгүй,Вакум,5,Төмөр,31.0,5,Лизинггүй,Баянгол,2,10-р хороолол,2020-01-23 22:33:00,HOTIIN TOWD BAIRLALTAI 10R HOROOLOLD GOLDENPARK2T 1 OROO BAIR,142600000.0,Улаанбаатар,31.0,49934253.40599455
3287,Паркет,Тагтгүй,2013,Байхгүй,Вакум,3,Бүргэд,37.0,2,Лизинггүй,Баянзүрх,1,Офицер,2020-01-23 22:21:00,1 OROO BAIR 37M2,45800000.0,Улаанбаатар,37.0,57844298.65771812
3288,Паркет,1 тагттай,2016,Байхгүй,Вакум,10,Бүргэд,39.0,8,Лизинггүй,Хан-Уул,2,Бусад,2020-01-23 18:30:00,KHUDUURGEES URAGSH UB SUVILALYN URD 89A BAIRAND 1 OROO 39M² BAIR,65000000.0,Улаанбаатар,39.0,68056524.7311828
3289,Паркет,1 тагттай,2009,Байхгүй,Вакум,5,Бүргэд,29.0,2,Лизинггүй,Баянзүрх,2,13-р хороолол,2020-01-23 15:04:00,1 OROO 29M2 BAIR,53000000.0,Улаанбаатар,29.0,58964486.03351955
3290,Паркет,1 тагттай,1988,Байхгүй,Вакум,9,Бүргэд,18.0,6,Лизинггүй,Баянгол,3,10-р хороолол,2020-01-24 01:08:00,GAL TOGOO TUSDAA UGSARMALIIN 1 URUU BAIR,60000000.0,Улаанбаатар,18.0,58833333.333333336
3291,Паркет,1 тагттай,2014,Байхгүй,Вакум,12,Бүргэд,33.0,2,Лизинггүй,Баянзүрх,2,14-р хороолол,2020-01-24 09:34:00,GREEN RESOURCE HOTHON UGUUMUR ZAHIIN ZUUN TALD 1 URUU 33M2 BAIR,49000000.0,Улаанбаатар,33.0,51941115.49295775
3292,Паркет,1 тагттай,2007,Байхгүй,Вакум,5,Бүргэд,37.0,2,Лизинггүй,Баянгол,2,25-р эмийн сан,2020-01-24 10:19:00,KHOTYN TOVD 1 OROO,68000000.0,Улаанбаатар,37.0,68460784.31372549
3293,Паркет,Тагтгүй,2007,Байхгүй,Вакум,5,Бүргэд,43.0,5,Лизинггүй,Баянгол,1,"3, 4 хороолол",2020-01-24 05:49:00,KHOGJIL KHOTKHONY URD,53000000.0,Улаанбаатар,43.0,67657509.58466454
3294,Паркет,1 тагттай,2012,Байгаа,Вакум,16,Бүргэд,30.0,8,Банкны лизингтэй,Баянгол,2,10-р хороолол,2020-01-24 11:22:00,KHOTYN TOVD 1 OROO BAIR,52000000.0,Улаанбаатар,30.0,49934253.40599455
3295,Паркет,1 тагттай,1990,Байхгүй,Вакум,5,Бүргэд,18.0,2,Лизинггүй,Сонгино Хайрхан,3,Орбит,2020-01-24 14:35:00,1 OROO BAIR 18M2,37000000.0,Улаанбаатар,18.0,38571428.571428575
3296,Паркет,1 тагттай,2014,Байхгүй,Вакум,12,Бүргэд,33.0,9,Лизинггүй,Сонгино Хайрхан,2,21-р хороолол,2020-01-24 15:32:00,SKHD 1 OROO BAIR 33M2,45000000.0,Улаанбаатар,33.0,46775845.41062802
3297,Паркет,1 тагттай,2014,Байхгүй,Вакум,12,Бүргэд,49.03,10,Лизинггүй,Баянгол,1,Нарны хороолол,2020-01-24 15:48:00,BGD-IIN 3-R KHOROO NARNY KHOROOLOLD 1OROO 49.03M2,98000000.0,Улаанбаатар,49.03,89632018.86792453
3298,Паркет,1 тагттай,2010,Байхгүй,Вакум,11,Бүргэд,33.32,11,Лизинггүй,Баянгол,1,Алтай хотхон,2020-01-24 15:35:00,ALTAI KHOTKHOND 1 OROO,55000000.0,Улаанбаатар,33.32,53616963.15789474
3299,Паркет,1 тагттай,2016,Байхгүй,Вакум,15,Төмөр,36.0,9,Лизинггүй,Баянгол,1,Баруун 4 зам,2020-01-24 17:47:00,BARUUN 4 ZAM MAKHMOLLD 1 OROO,79200000.0,Улаанбаатар,36.0,81521913.04347827
3300,Паркет,Тагтгүй,2018,Байхгүй,Вакум,13,Бүргэд,30.5,2,Лизинггүй,Баянзүрх,1,Бусад,2020-01-24 18:00:00,30.5MKV 1 OROO BAIR,50325000.0,Улаанбаатар,30.5,51733929.42898975
3301,Паркет,1 тагттай,2009,Байхгүй,Вакум,6,Бүргэд,28.5,5,Лизинггүй,Сүхбаатар,1,11-р хороолол,2020-01-24 19:29:00,3-R SURGUULIIN ARD TALD 1 OROO BAIR 28.5M2,48000000.0,Улаанбаатар,28.5,57108219.17808219
3302,Паркет,1 тагттай,1985,Байхгүй,Вакум,9,Бүргэд,34.0,3,Лизинггүй,Сүхбаатар,2,5-р хороолол,2020-01-24 18:13:00,KHOTYN A BUSED 1 OROO BAIR 34M2,95000000.0,Улаанбаатар,34.0,67047619.047619045
3303,Паркет,1 тагттай,1989,Байхгүй,Мод,5,Бүргэд,34.0,5,Лизинггүй,Налайх,2,5-р хороолол,2020-01-24 18:34:00,GORODOKT NEG OROO 34M2 BAIR,26000000.0,Улаанбаатар,34.0,67047619.047619045
3304,Паркет,1 тагттай,2013,Байхгүй,Вакум,16,Төмөр,30.0,7,Лизинггүй,Баянгол,1,10-р хороолол,2020-01-24 21:59:00,GOLDEN PARK D 1 OROO BAIR,45000000.0,Улаанбаатар,30.0,49934253.40599455
3305,Паркет,1 тагттай,2016,Байхгүй,Вакум,12,Бүргэд,34.96,9,Банкны лизингтэй,Баянзүрх,2,13-р хороолол,2020-01-24 21:30:00,KHIIMORI 13 1 OROO 35 M.KV,66000000.0,Улаанбаатар,34.96,58964486.03351955
3306,Паркет,Тагтгүй,2020,Байгаа,Вакум,12,Бүргэд,33.0,1,Лизинггүй,Хан-Уул,1,Зайсан,2020-01-24 19:33:00,ZAISAN 1 OROO 33M2 BAIR,62700000.0,Улаанбаатар,33.0,61993898.30508474
3307,Паркет,1 тагттай,2018,Байхгүй,Вакум,16,Бүргэд,32.0,16,Хувь лизингтэй,Хан-Уул,1,Нэхмэлийн шар,2020-01-25 02:02:00,NEKHMELIIN SHAR 19D 1 OROO 32MK BAIR,76800000.0,Улаанбаатар,32.0,65900000.0
3308,Паркет,1 тагттай,2010,Байгаа,Вакум,9,Бүргэд,37.0,8,Хувь лизингтэй,Баянгол,2,"3, 4 хороолол",2020-01-25 11:23:00,KHOROOLLYN ETSEST GOVI SAUNY DERGED 1 OROO BAIR 37M2,73000000.0,Улаанбаатар,37.0,67657509.58466454
3309,Паркет,1 тагттай,2010,Байхгүй,Вакум,6,Вакум,30.0,6,Лизинггүй,Баянзүрх,2,Сансар,2020-01-25 09:54:00,1 OROO BAIR,39000000.0,Улаанбаатар,30.0,49356930.69306931
3310,Паркет,1 тагттай,2008,Байхгүй,Вакум,5,Бүргэд,34.0,3,Лизинггүй,Баянгол,2,"3, 4 хороолол",2020-01-25 08:20:00,3R HOROOLOLD 1 OROO,66000000.0,Улаанбаатар,34.0,56938935.39325843
3311,Паркет,Тагтгүй,2013,Байгаа,Вакум,12,Төмөр,44.0,2,Лизинггүй,Баянзүрх,1,14-р хороолол,2020-01-24 19:06:00,TUMEN NAST KHOROOLOL 1 OROO BAIR 44M2,73600000.0,Улаанбаатар,44.0,71669212.38095239
3312,Паркет,1 тагттай,2012,Байхгүй,Вакум,16,Бүргэд,30.0,16,Лизинггүй,Баянгол,1,10-р хороолол,2020-01-25 12:12:00,10-R KHOROOLOL GOLDEN PARK 2 KHOTKHOND 30M2 1 OROO.,48000000.0,Улаанбаатар,30.0,49934253.40599455
3313,Паркет,1 тагттай,2018,Байхгүй,Вакум,9,Төмөр,35.0,8,Лизинггүй,Баянгол,1,"3, 4 хороолол",2020-01-25 12:22:00,GOVI SAUNY BARUUN TALD 35M2 1OROO.,64000000.0,Улаанбаатар,35.0,56938935.39325843
3314,Паркет,1 тагттай,2018,Байхгүй,Вакум,16,Бүргэд,27.0,1,Лизинггүй,Баянзүрх,1,16-р хороолол,2020-01-25 12:09:00,ULAANHUARAN 1 OROO BAIR 27M2,46000000.0,Улаанбаатар,27.0,46918892.327365726
3315,Паркет,1 тагттай,2013,Байхгүй,Вакум,10,Бүргэд,40.06,9,Лизинггүй,Хан-Уул,2,River stone,2020-01-25 12:41:00,"KHUD RIVERSTONE1 KHOTKHOND 40,06M2 ARKTAI 1 OROO BAIR",83000000.0,Улаанбаатар,40.06,86821272.72727273
3316,Паркет,1 тагттай,2019,Байхгүй,Вакум,10,Бүргэд,24.0,7,Банкны лизингтэй,Баянгол,1,"3, 4 хороолол",2020-01-28 13:23:00,KHOROOLLYN ETSEST 1 OROO 24M2 BAIR,45000000.0,Улаанбаатар,24.0,56938935.39325843
3317,Паркет,1 тагттай,2020,Байхгүй,Вакум,9,Бүргэд,33.95,3,Лизинггүй,Баянгол,3,10-р хороолол,2020-01-28 13:36:00,1OROO BAIR 33.95M2,66000000.0,Улаанбаатар,33.95,49934253.40599455
3318,Паркет,1 тагттай,2018,Байхгүй,Вакум,13,Бүргэд,32.177964601769915,4,Лизинггүй,Баянзүрх,2,Сансар,2020-01-28 15:21:00,SANSARIIN 805 TSAGDAA HOTHOND 1URUU BAIR,45000000.0,Улаанбаатар,80014870.0,49356930.69306931
3319,Паркет,Тагтгүй,2015,Байхгүй,Вакум,5,Бүргэд,33.0,1,Банкны лизингтэй,Хан-Уул,2,Нисэх,2020-01-28 17:00:00,1 OROO BAIR 33M2,46000000.0,Улаанбаатар,33.0,48191583.67086957
3320,Паркет,1 тагттай,2013,Байгаа,Вакум,5,Бүргэд,27.0,5,Лизинггүй,Сонгино Хайрхан,2,5 шар,2020-01-28 17:44:00,5SHARD 1 URUU BAIR 27M2,35000000.0,Улаанбаатар,27.0,40150637.47125312
3321,Паркет,Тагтгүй,2012,Байхгүй,Вакум,10,Бүргэд,27.0,1,Банкны лизингтэй,Сонгино Хайрхан,2,21-р хороолол,2020-01-28 17:01:00,SKHD DUURGIIN EMNELEGIIN KHAJUUD 1 OROO,62000000.0,Улаанбаатар,27.0,46775845.41062802
3322,Паркет,Тагтгүй,2012,Байхгүй,Вакум,6,Бүргэд,45.0,1,Хувь лизингтэй,Баянгол,2,25-р эмийн сан,2020-01-28 19:08:00,25-R EMIIN SANGIIN KHOINO 45MKV 1 OROO,53000000.0,Улаанбаатар,45.0,68460784.31372549
3323,Паркет,1 тагттай,2018,Байхгүй,Вакум,5,Бүргэд,31.0,1,Лизинггүй,Баянгол,2,10-р хороолол,2020-01-28 19:28:00,10-R KHOROOLOLD 1 OROO BAIR 31M2,50000000.0,Улаанбаатар,31.0,49934253.40599455
3324,Паркет,1 тагттай,2010,Байхгүй,Вакум,12,Бүргэд,31.0,5,Лизинггүй,Баянгол,1,"3, 4 хороолол",2020-01-28 19:09:00,MODNY 2T 31MKV 1 OROO BAIR,58000000.0,Улаанбаатар,31.0,56938935.39325843
3325,Паркет,Тагтгүй,2018,Байхгүй,Вакум,5,Бүргэд,20.0,1,Лизинггүй,Баянзүрх,1,Сансар,2020-01-28 19:44:00,1 OROO 20M2,34000000.0,Улаанбаатар,20.0,50585714.28571428
3326,Паркет,1 тагттай,2012,Байхгүй,Вакум,12,Төмөр,30.0,10,Лизинггүй,Баянгол,2,Бусад,2020-01-28 21:07:00,TBD ANDUUDAD 1 OROO BAIR,53000000.0,Улаанбаатар,30.0,51733929.42898975
3327,Паркет,1 тагттай,1980,Байхгүй,Вакум,9,Бүргэд,36.6,8,Лизинггүй,Баянгол,2,"3, 4 хороолол",2020-01-28 22:31:00,3-R HOROOLOLD 1 URUU BAIR,60000000.0,Улаанбаатар,36.6,67657509.58466454
3328,Паркет,1 тагттай,1995,Байхгүй,Вакум,5,Төмөр вакум,41.0,4,Лизинггүй,Сүхбаатар,2,Бага тойрог,2020-01-28 19:18:00,KHOTYN TOVD 1 OROO,75000000.0,Улаанбаатар,41.0,77597596.15384616
3329,Паркет,1 тагттай,2010,Байхгүй,Вакум,10,Бүргэд,46.6,9,Лизинггүй,Баянзүрх,2,13-р хороолол,2020-01-28 19:58:00,ZUUN 4 ZAM MINII ZAKHTAI BAIR 46.6M2,98000000.0,Улаанбаатар,46.6,79020892.15686275
3330,Паркет,1 тагттай,2012,Байхгүй,Вакум,10,Бүргэд,46.7,9,Лизинггүй,Баянзүрх,2,Зүүн 4 зам,2020-01-28 23:45:00,ZUUN 4 ZAM 1 OROO 46.7M2,93000000.0,Улаанбаатар,46.7,83746655.1724138
3331,Паркет,Тагтгүй,2017,Байхгүй,Вакум,16,Төмөр,30.0,15,Лизинггүй,Баянзүрх,1,Офицер,2020-01-29 07:14:00,OFITSERIIN X APARTMENTD 30MKV 1 OROO,55000000.0,Улаанбаатар,30.0,48726743.967289716
3332,Цемент,Тагтгүй,2000,Байхгүй,Вакум,3,Мод,21.0,3,Лизинггүй,Баянгол,1,1-р хороолол,2020-01-29 07:17:00,1 OROO,20000000.0,Улаанбаатар,21.0,53151244.44444445
3333,Паркет,1 тагттай,2012,Байхгүй,Вакум,12,Бүргэд,32.0,11,Лизинггүй,Баянзүрх,1,Офицер,2020-01-29 08:59:00,1OROO BAIR 32M2,46000000.0,Улаанбаатар,32.0,48726743.967289716
3334,Паркет,1 тагттай,2020,Байхгүй,Вакум,16,Вакум,23.47,5,Лизинггүй,Баянзүрх,1,Чулуун овоо,2020-01-29 09:14:00,23.47M2 1 OROO,23446530.0,Улаанбаатар,23.47,36611677.43589743
3335,Паркет,Тагтгүй,2010,Байхгүй,Вакум,5,Төмөр,28.6,5,Лизинггүй,Баянзүрх,3,13-р хороолол,2020-01-29 11:21:00,SHINE MONGOL SURGUULIIN KHAJUUD 1 OROO BAIR,53000000.0,Улаанбаатар,28.6,58964486.03351955
3336,Паркет,1 тагттай,1998,Байхгүй,Вакум,9,Бүргэд,40.0,1,Лизинггүй,Сонгино Хайрхан,3,21-р хороолол,2020-01-29 10:55:00,1 OROO BAIR 40M2,52000000.0,Улаанбаатар,40.0,55424309.9378882
3337,Паркет,1 тагттай,2012,Байхгүй,Вакум,6,Бүргэд,36.7,4,Банкны лизингтэй,Хан-Уул,2,15-р хороолол,2020-01-29 11:27:00,ZAISAN 115-R SURGUULIIN ZUUN TALD 1 OROO,73000000.0,Улаанбаатар,36.7,67916273.8317757
3338,Паркет,1 тагттай,2005,Байхгүй,Вакум,5,Бүргэд,38.0,4,Лизинггүй,Баянгол,2,"3, 4 хороолол",2020-01-29 10:27:00,1 OROO,68000000.0,Улаанбаатар,38.0,67657509.58466454
3339,Паркет,1 тагттай,2014,Байхгүй,Вакум,9,Бүргэд,24.0,4,Лизинггүй,Хан-Уул,1,Нисэх,2020-01-29 11:37:00,NISEHED 1 URUU BAIR 24M2 ANAR HOTHOND,40000000.0,Улаанбаатар,24.0,48191583.67086957
3340,Паркет,1 тагттай,1980,Байхгүй,Вакум,9,Бүргэд,18.0,6,Лизинггүй,Сүхбаатар,2,5-р хороолол,2020-01-29 13:27:00,KHOTYN A BUS 1-R SURGUULIIN URD 1 OROO,120000000.0,Улаанбаатар,18.0,77156250.0
