index,Шал,Тагт,Ашиглалтанд орсон он,Гараж,Цонх,Барилгын давхар,Хаалга,Талбай,Хэдэн давхарт,Лизинг,Дүүрэг,Цонхны тоо,Байршил,Огноо,Зарын гарчиг,Үнэ,Байрлал,Талбай_numeric,Үнэ_mean
15765,Паркет,1 тагттай,2015,Байхгүй,Вакум,13,Бүргэд,29.5,6,Лизинггүй,Баянзүрх,1,Бусад,2020-03-21 13:17:00,KINO UILDVERIIN JUKOV KHOTKHON 1 OROO BAIR 29M2,47200000.0,Улаанбаатар,29.5,51733929.42898975
15766,Паркет,1 тагттай,2019,Байхгүй,Вакум,12,Бүргэд,34.7,9,Банкны лизингтэй,Сүхбаатар,2,Бусад,2020-03-21 14:04:00,SHINE CITY APARTMENT 1 URUU BAIR,72996000.0,Улаанбаатар,34.7,51733929.42898975
15767,Паркет,Тагтгүй,2017,Байхгүй,Вакум,12,Бүргэд,30.0,6,Лизинггүй,Баянзүрх,1,13-р хороолол,2020-03-21 12:46:00,1 OROO BAIR 30M2,60000000.0,Улаанбаатар,30.0,58964486.03351955
15768,Паркет,1 тагттай,2008,Байхгүй,Вакум,12,Бүргэд,23.0,4,Лизинггүй,Хан-Уул,1,19-р хороолол,2020-03-21 14:16:00,19R KHOROOLOL MAKS-YN 1 OROO BAIR,46000000.0,Улаанбаатар,23.0,55550309.94152047
15769,Паркет,1 тагттай,2014,Байхгүй,Вакум,12,Төмөр,35.0,8,Лизинггүй,Баянзүрх,2,Бусад,2020-03-21 14:21:00,SKY TOWN-1 KHOTKHOND 1OROO BAIR 42M2,69000000.0,Улаанбаатар,35.0,51733929.42898975
15770,Паркет,1 тагттай,2020,Байхгүй,Вакум,12,Бүргэд,34.0,8,Лизинггүй,Баянзүрх,1,Бусад,2020-03-21 14:55:00,SHINE AMGALAN KHOTKHOND 5 SARD ASHIGLALTAND OROKH 34MKV 1OROO,52000000.0,Улаанбаатар,34.0,51733929.42898975
15771,Паркет,1 тагттай,2009,Байхгүй,Вакум,9,Мод,30.5,3,Лизинггүй,Хан-Уул,2,19-р хороолол,2020-03-21 15:03:00,1 OROO BAIR 30.5M2,58000000.0,Улаанбаатар,30.5,55550309.94152047
15772,Мод,Тагтгүй,1988,Байхгүй,Вакум,1,Бүргэд,16.0,1,Лизинггүй,Орон нутаг,1,Бусад,2020-03-21 15:26:00,1 OROO BAIR,10000000.0,Төв,16.0,40540983.60655738
15773,Паркет,1 тагттай,2012,Байхгүй,Вакум,10,Бүргэд,28.0,9,Лизинггүй,Чингэлтэй,1,"40, 50 мянгат",2020-03-21 15:21:00,40.50 MYANGATAD 1-OROO 28M2,60000000.0,Улаанбаатар,28.0,70839285.71428572
15774,Паркет,1 тагттай,2017,Байхгүй,Вакум,12,Бүргэд,37.0,1,Лизинггүй,Хан-Уул,2,Яармаг,2020-03-21 15:13:00,HAN UUL DUUREGT 1 URUU BAIR 35M2,49500000.0,Улаанбаатар,37.0,71117062.5
15775,Паркет,1 тагттай,2016,Байхгүй,Вакум,9,Бүргэд,39.0,8,Хувь лизингтэй,Хан-Уул,2,Зайсан,2020-03-21 15:46:00,"KHUD TUULYN 89A BAIR, 1OROO 39M2 BAIR",65000000.0,Улаанбаатар,39.0,77667489.79591836
15776,Паркет,1 тагттай,2013,Байхгүй,Вакум,12,Бүргэд,26.4,11,Лизинггүй,Баянзүрх,2,14-р хороолол,2020-03-21 15:57:00,KHALDVARTYN KHOINO 1 OROO BAIR 26.4 M2,49896000.0,Улаанбаатар,26.4,51941115.49295775
15777,Паркет,1 тагттай,2010,Байхгүй,Вакум,10,Бүргэд,39.0,10,Лизинггүй,Баянгол,2,10-р хороолол,2020-03-21 16:10:00,10 KHOROOLOLD 39M2 1 OROO BAIR,70000000.0,Улаанбаатар,39.0,64905996.45390071
15778,Паркет,1 тагттай,2016,Байхгүй,Вакум,7,Бүргэд,39.0,1,Хувь лизингтэй,Баянзүрх,1,14-р хороолол,2020-03-21 17:44:00,AKHMADYN KHOROOLOLD 1 OROO BAIP 38.7M2,68250000.0,Улаанбаатар,39.0,71669212.38095239
15779,Паркет,1 тагттай,2019,Байхгүй,Вакум,9,Бүргэд,38.57,6,Хувь лизингтэй,Баянзүрх,1,16-р хороолол,2020-03-21 16:32:00,16R KHOROOLOLD 1 OROO 38.57M2 BAIR,64000000.0,Улаанбаатар,38.57,62746655.27950311
15780,Паркет,Тагтгүй,2019,Байхгүй,Вакум,1,Бүргэд,48.6,1,Банкны лизингтэй,Хан-Уул,1,Хүннү,2020-03-21 18:05:00,1 OROO 48.6 MKV,97200000.0,Улаанбаатар,48.6,77085000.0
15807,Ламинат,1 тагттай,1981,Байхгүй,Вакум,9,Бүргэд,40.0,5,Лизинггүй,Баянгол,2,"3, 4 хороолол",2020-03-15 13:10:00,1 URUU 40M2 BAIR,72000000.0,Улаанбаатар,40.0,67657509.58466454
15838,Паркет,1 тагттай,2015,Байгаа,Вакум,10,Бүргэд,34.5,9,Лизинггүй,Баянзүрх,3,15-р хороолол,2020-03-21 18:54:00,JUKOVD 1 OROO 34.5M2 BAIR,65000000.0,Улаанбаатар,34.5,55971105.0955414
15839,Паркет,Тагтгүй,2012,Байхгүй,Вакум,5,Бүргэд,30.0,2,Лизинггүй,Хан-Уул,1,Viva city,2020-03-21 19:25:00,NEG OROO BAIR 30M2,47000000.0,Улаанбаатар,30.0,43515602.83687943
15840,Паркет,Тагтгүй,1997,Байхгүй,Вакум,5,Бүргэд,30.0,1,Лизинггүй,Орон нутаг,3,Бусад,2020-03-21 21:22:00,1OROO BAIR 30M2,42000000.0,Дархан-Уул,30.0,51733929.42898975
15841,Паркет,1 тагттай,1996,Байхгүй,Вакум,5,Бүргэд,36.0,2,Лизинггүй,Сонгино Хайрхан,2,21-р хороолол,2020-03-21 20:05:00,1 OROOG 2 OROO BOLGON ZASSAN,35000000.0,Улаанбаатар,36.0,55424309.9378882
15842,Паркет,1 тагттай,2014,Байхгүй,Вакум,16,Бүргэд,29.0,8,Лизинггүй,Сонгино Хайрхан,1,Москва хороолол,2020-03-21 20:22:00,1 OROO BAIR,49000000.0,Улаанбаатар,29.0,49534482.75862069
15843,Паркет,1 тагттай,2012,Байхгүй,Вакум,15,Бүргэд,32.4,15,Лизинггүй,Баянзүрх,2,14-р хороолол,2020-03-21 20:11:00,KHALDVARTYN ETSEST 70-R BAIRAND 1 OROO BAIR 32.4M2,52000000.0,Улаанбаатар,32.4,51941115.49295775
15844,Паркет,1 тагттай,2017,Байхгүй,Вакум,12,Бүргэд,37.0,5,Лизинггүй,Баянзүрх,1,Бусад,2020-03-21 21:50:00,1 URUU 37 MKB BAIR,62160000.0,Улаанбаатар,37.0,68056524.7311828
15845,Ламинат,1 тагттай,2019,Байхгүй,Вакум,9,Төмөр,39.0,2,Лизинггүй,Баянзүрх,2,Зайсан,2020-03-21 22:09:00,"ZAISAN, NOMUN VILLAJ KHOTKHOND 1 OROO",85800000.0,Улаанбаатар,39.0,77667489.79591836
15846,Паркет,1 тагттай,2016,Байхгүй,Вакум,9,Бүргэд,34.43,2,Банкны лизингтэй,Сонгино Хайрхан,1,Баянхошуу,2020-03-22 08:15:00,1 OROO BAIR 34.43M2,50000000.0,Улаанбаатар,34.43,50000000.0
15847,Паркет,1 тагттай,2014,Байхгүй,Вакум,7,Төмөр,33.2,3,Лизинггүй,Сонгино Хайрхан,2,5 шар,2020-03-21 22:50:00,1 OROO BAIR 33M2,45000000.0,Улаанбаатар,33.2,40150637.47125312
15848,Мод,1 тагттай,1995,Байхгүй,Вакум,9,Бүргэд,18.0,3,Лизинггүй,Сонгино Хайрхан,2,1-р хороолол,2020-03-21 23:16:00,1 OROO,58000000.0,Улаанбаатар,18.0,57290410.95890411
15849,Паркет,Тагтгүй,1988,Байхгүй,Вакум,5,Төмөр,18.0,1,Лизинггүй,Хан-Уул,2,19-р хороолол,2020-03-22 08:45:00,1 URUU BAIR,57000000.0,Улаанбаатар,18.0,54500000.0
15850,Паркет,1 тагттай,1999,Байхгүй,Вакум,9,Бүргэд,18.0,2,Лизинггүй,Баянзүрх,3,13-р хороолол,2020-03-22 08:26:00,"13R HOROOLOL, 84R SURGUULIIN HAJUD 1 OROO",76000000.0,Улаанбаатар,18.0,68594594.5945946
15851,Паркет,1 тагттай,2016,Байхгүй,Вакум,5,Бүргэд,35.0,3,Банкны лизингтэй,Сонгино Хайрхан,2,21-р хороолол,2020-03-22 09:08:00,21 KHOROOLOLD 1 OROO BAIR 35M2,60000000.0,Улаанбаатар,35.0,46775845.41062802
15852,Паркет,1 тагттай,2010,Байхгүй,Вакум,12,Бүргэд,42.0,6,Банкны лизингтэй,Сүхбаатар,1,10-р хороолол,2020-03-22 02:41:00,KHOTYN A BUSED 42 MKV 1 OROO BAIR,71400000.0,Улаанбаатар,42.0,64905996.45390071
15853,Паркет,1 тагттай,2012,Байхгүй,Вакум,6,Бүргэд,36.7,4,Банкны лизингтэй,Хан-Уул,2,15-р хороолол,2020-03-22 09:09:00,ZAISAN 115-R SURGUULIIN ZUUN TALD 1 OROO 36.7M2,66500000.0,Улаанбаатар,36.7,67916273.8317757
15854,Паркет,Тагтгүй,2013,Байхгүй,Вакум,12,Бүргэд,36.6,1,Лизинггүй,Сонгино Хайрхан,2,21-р хороолол,2020-03-22 10:25:00,1 URUU BAIR 36M2,55000000.0,Улаанбаатар,36.6,55424309.9378882
15855,Паркет,1 тагттай,2015,Байхгүй,Вакум,5,Төмөр,39.0,3,Хувь лизингтэй,Орон нутаг,2,Бусад,2020-03-22 10:57:00,"TOV, ZUUNMOD, 1 OROO BAIR",59000000.0,Улаанбаатар,39.0,68056524.7311828
15856,Паркет,Тагтгүй,2011,Байхгүй,Вакум,5,Бүргэд,25.0,1,Лизинггүй,Баянгол,2,25-р эмийн сан,2020-03-22 12:28:00,25R EMIIN SAND 1 URUU BAIR 25M2,45000000.0,Улаанбаатар,25.0,58070491.80327869
15857,Паркет,1 тагттай,2015,Байхгүй,Вакум,9,Бүргэд,35.83,7,Банкны лизингтэй,Баянгол,3,6-р бичил,2020-03-22 12:51:00,6-R BICHILD 1 OROO 35M2 BAIR,60000000.0,Улаанбаатар,35.83,60501230.76923077
15858,Паркет,1 тагттай,2016,Байхгүй,Вакум,9,Төмөр,39.47,6,Лизинггүй,Хан-Уул,1,Нисэх,2020-03-22 13:13:00,BUYANT-UKHAA KHOROOLOLD 39.47 M.KB 1 OROO BAIR,51311000.0,Улаанбаатар,39.47,60713496.323529415
15859,Паркет,1 тагттай,2015,Байхгүй,Вакум,15,Бүргэд,40.19,10,Лизинггүй,Баянгол,1,19-р хороолол,2020-03-22 13:18:00,"NARNY GUURNII KHAJUUD 1 OROO 40,19MK",69000000.0,Улаанбаатар,40.19,79650016.49484536
15860,Мод,1 тагттай,2000,Байхгүй,Вакум,9,Бүргэд,18.0,4,Лизинггүй,Сонгино Хайрхан,2,21-р хороолол,2020-03-22 13:32:00,GAL TOGOO TUSDAA 1 OROO BAIR,54000000.0,Улаанбаатар,18.0,46818181.81818182
15861,Паркет,Тагтгүй,2012,Байхгүй,Вакум,5,Бүргэд,20.2,4,Лизинггүй,Хан-Уул,1,Viva city,2020-03-22 11:42:00,VIVA CITY 1OROO 20.2M2,36000000.0,Улаанбаатар,20.2,43515602.83687943
15862,Паркет,1 тагттай,2014,Байхгүй,Вакум,12,Төмөр,49.0,3,Лизинггүй,Баянгол,1,Нарны хороолол,2020-03-22 13:37:00,NARNY KHOROOLOL 49.03M2 1 OROO,102963000.0,Улаанбаатар,49.0,89632018.86792453
15863,Паркет,1 тагттай,2016,Байхгүй,Вакум,9,Бүргэд,28.4,3,Лизинггүй,Сонгино Хайрхан,1,Ханын материал,2020-03-22 13:46:00,1 OROO BAIR 28M2,42000000.0,Улаанбаатар,28.4,42316000.0
15864,Паркет,1 тагттай,1988,Байхгүй,Мод,5,Бүргэд,19.0,2,Лизинггүй,Сонгино Хайрхан,3,5 шар,2020-03-22 15:00:00,5 SHARD ARKTAI 1 OROO,45000000.0,Улаанбаатар,19.0,36284482.75862069
15865,Паркет,1 тагттай,1990,Байхгүй,Вакум,5,Бүргэд,18.0,2,Лизинггүй,Сонгино Хайрхан,3,Орбит,2020-03-22 14:53:00,1 OROO BAIR 18M2,37000000.0,Улаанбаатар,18.0,38571428.571428575
15866,Паркет,1 тагттай,2014,Байхгүй,Вакум,10,Бүргэд,28.5,7,Лизинггүй,Баянзүрх,2,Их Монгол хороолол,2020-03-22 14:49:00,IKH MONGOL KHOROOLOLD 1 OROO,61000000.0,Улаанбаатар,28.5,62478571.38095238
15867,Мод,1 тагттай,1990,Байхгүй,Вакум,9,Бүргэд,18.0,7,Банкны лизингтэй,Сонгино Хайрхан,3,21-р хороолол,2020-03-22 15:32:00,UB SKHD 19 KHOROO 21-R KHOROOLOLD GAL TOGOO TUSDAA 1 OROO BAIR,45000000.0,Улаанбаатар,18.0,46818181.81818182
15868,Паркет,1 тагттай,2020,Байхгүй,Вакум,16,Төмөр,30.0,3,Лизинггүй,Сүхбаатар,2,Дөлгөөн нуур,2020-03-22 16:36:00,DOLGOON APARTMENT 1 OROO 30M2,57000000.0,Улаанбаатар,30.0,61528571.428571425
15869,Паркет,1 тагттай,2020,Байхгүй,Вакум,16,Төмөр,30.0,3,Лизинггүй,Сүхбаатар,2,Дөлгөөн нуур,2020-03-22 16:36:00,DOLGOON APARTMENT 1 OROO 30M2,57000000.0,Улаанбаатар,30.0,61528571.428571425
15870,Паркет,1 тагттай,2013,Байхгүй,Вакум,12,Бүргэд,42.0,8,Лизинггүй,Баянзүрх,2,16-р хороолол,2020-03-22 16:40:00,1 OROO BAIR 42M2,66780000.0,Улаанбаатар,42.0,62746655.27950311
15871,Паркет,1 тагттай,2015,Байхгүй,Вакум,12,Бүргэд,42.08,8,Лизинггүй,Баянзүрх,2,14-р хороолол,2020-03-22 17:23:00,GAL TOGOO TUSDAA 1 OROO BAIR 42.08M2,66907200.0,Улаанбаатар,42.08,71669212.38095239
15872,Паркет,1 тагттай,2015,Байхгүй,Вакум,12,Бүргэд,35.0,4,Лизинггүй,Баянзүрх,2,13-р хороолол,2020-03-22 17:25:00,KHIIMORI 13 KHOTKHON 1 OROO 35M2,67000000.0,Улаанбаатар,35.0,58964486.03351955
15873,Паркет,Тагтгүй,2020,Байхгүй,Вакум,4,Бүргэд,30.0,4,Хувь лизингтэй,Баянзүрх,2,Сансар,2020-03-22 17:51:00,BZD 1 URUU 30M2,46000000.0,Улаанбаатар,30.0,49356930.69306931
15874,Паркет,Тагтгүй,2013,Байхгүй,Вакум,10,Бүргэд,38.0,1,Лизинггүй,Хан-Уул,1,Зайсан,2020-03-22 17:54:00,MOGUL KHOTKHOND 1 OROO 38M2,62000000.0,Улаанбаатар,38.0,77667489.79591836
15875,Паркет,1 тагттай,2013,Байхгүй,Вакум,5,Бүргэд,24.5,4,Лизинггүй,Баянзүрх,2,Бусад,2020-03-22 17:30:00,NATUR SHINE MONGOLYN URD MINI ZAKHYN ARD 1 OROO 24.5M2,44000000.0,Улаанбаатар,24.5,51733929.42898975
15876,Паркет,1 тагттай,2013,Байхгүй,Вакум,16,Бүргэд,27.0,5,Лизинггүй,Баянгол,2,10-р хороолол,2020-03-22 17:55:00,GOLDEN PARK HOTHOND 1OROO BAIR,41000000.0,Улаанбаатар,27.0,49934253.40599455
15889,Паркет,Тагтгүй,2015,Байхгүй,Вакум,15,Бүргэд,31.0,7,Лизинггүй,Баянзүрх,1,15-р хороолол,2020-03-16 19:29:00,ROMEO JULIET 1 OROO 31M2 BAIR,62000000.0,Улаанбаатар,31.0,55971105.0955414
15897,Паркет,1 тагттай,1996,Байхгүй,Төмөр вакум,6,Бүргэд,18.0,6,Лизинггүй,Баянгол,2,10-р хороолол,2020-03-17 09:55:00,10-R HOPOOLOLD GAL TOGOO TUSDAA 1 URUU,55000000.0,Улаанбаатар,18.0,58833333.333333336
15899,Паркет,1 тагттай,2014,Байхгүй,Вакум,9,Бүргэд,24.0,4,Лизинггүй,Хан-Уул,1,Нисэх,2020-03-17 10:14:00,NISEHED ANAR HOTHOND 1 URUU BAIR 24M2,40000000.0,Улаанбаатар,24.0,48191583.67086957
15917,Паркет,1 тагттай,1990,Байхгүй,Вакум,5,Бүргэд,19.0,2,Лизинггүй,Сүхбаатар,2,5-р хороолол,2020-03-22 17:56:00,KHUUKHDIIN 100D 1 OROO,87000000.0,Улаанбаатар,19.0,77156250.0
15945,Паркет,1 тагттай,2010,Байхгүй,Вакум,5,Бүргэд,31.0,3,Лизинггүй,Баянгол,1,"3, 4 хороолол",2020-03-11 09:06:00,4-R KHOROOLOL VENUS PHOTO STUDIO-IIN ZAMYN URD 31MK 1 OROO BAIR,52000000.0,Улаанбаатар,31.0,56938935.39325843
15996,Паркет,Тагтгүй,2010,Байхгүй,Вакум,10,Бүргэд,41.0,5,Лизинггүй,Баянзүрх,1,13-р хороолол,2020-03-18 13:12:00,13 KHOROOLOLD 1 OROO BAIR 41M2,73800000.0,Улаанбаатар,41.0,79020892.15686275
16013,Паркет,1 тагттай,2015,Байхгүй,Вакум,5,Бүргэд,27.0,5,Лизинггүй,Сонгино Хайрхан,1,Орбит,2020-03-19 08:10:00,1 OROO BAIR,42300000.0,Улаанбаатар,27.0,40211904.76190476
16014,Мод,1 тагттай,1982,Байхгүй,Мод,9,Төмөр,18.2,1,Лизинггүй,Баянгол,2,"3, 4 хороолол",2020-03-19 09:08:00,"3,4 KHOROOLOLD 1 OROO BAIR 18.2M2",61000000.0,Улаанбаатар,18.2,62586538.461538464
16015,Паркет,1 тагттай,1989,Байхгүй,Вакум,9,Бүргэд,18.0,2,Лизинггүй,Сонгино Хайрхан,1,1-р хороолол,2020-03-19 08:12:00,1KHOROOLOLD 1 OROO 18M2 BAIR,58000000.0,Улаанбаатар,18.0,57290410.95890411
16016,Паркет,1 тагттай,2015,Байхгүй,Вакум,12,Бүргэд,28.59,5,Лизинггүй,Хан-Уул,1,19-р хороолол,2020-03-19 08:18:00,1OROO BAIR,49000000.0,Улаанбаатар,28.59,55550309.94152047
16017,Паркет,1 тагттай,2020,Байхгүй,Вакум,5,Бүргэд,28.53,4,Лизинггүй,Баянзүрх,2,16-р хороолол,2020-03-19 09:11:00,SHINE 1 OROO BAIR,46000000.0,Улаанбаатар,28.53,46918892.327365726
16018,Паркет,1 тагттай,1990,Байхгүй,Вакум,9,Бүргэд,36.0,8,Лизинггүй,Баянгол,2,"3, 4 хороолол",2020-03-19 10:05:00,3R KHOROOLOLD 1 OROO,65000000.0,Улаанбаатар,36.0,67657509.58466454
16019,Паркет,1 тагттай,2020,Байхгүй,Вакум,16,Бүргэд,30.0,13,Лизинггүй,Баянзүрх,1,Офицер,2020-03-19 10:34:00,1OROO BAIR,45000000.0,Улаанбаатар,30.0,48726743.967289716
16020,Паркет,1 тагттай,2020,Байхгүй,Вакум,16,Бүргэд,30.0,11,Лизинггүй,Баянзүрх,2,15-р хороолол,2020-03-19 10:47:00,1 OROO BAIR 30M2,80000000.0,Улаанбаатар,30.0,55971105.0955414
16021,Паркет,1 тагттай,2012,Байхгүй,Вакум,17,Бүргэд,51.2,7,Банкны лизингтэй,Баянзүрх,1,13-р хороолол,2020-03-19 10:43:00,1 URUU 51.6M2 BAIR,76800000.0,Улаанбаатар,51.2,103503101.1235955
16022,Паркет,1 тагттай,2006,Байхгүй,Вакум,12,Бүргэд,36.0,12,Лизинггүй,Баянгол,1,10-р хороолол,2020-03-19 10:57:00,10-R KHOROOLOLD 1 OROO BAIR 36M2,55000000.0,Улаанбаатар,36.0,64905996.45390071
16023,Паркет,1 тагттай,1984,Байхгүй,Вакум,5,Бүргэд,32.0,5,Лизинггүй,Сүхбаатар,2,Бага тойрог,2020-03-19 11:12:00,KHOTYN TOVD 1 OROO BAIR,53000000.0,Улаанбаатар,32.0,66857142.85714286
16024,Паркет,1 тагттай,2009,Байхгүй,Вакум,6,Бүргэд,31.0,6,Лизинггүй,Баянзүрх,2,Сансар,2020-03-19 11:06:00,SANSART 1 OROO 31M2 BAIR,40000000.0,Улаанбаатар,31.0,49356930.69306931
16025,Паркет,1 тагттай,2013,Байхгүй,Вакум,16,Бүргэд,30.0,7,Лизинггүй,Баянгол,1,10-р хороолол,2020-03-19 11:25:00,GOLDEN PARK-D 1 OROO BAIR 30M2,45000000.0,Улаанбаатар,30.0,49934253.40599455
16026,Паркет,1 тагттай,2010,Байхгүй,Вакум,10,Бүргэд,31.0,2,Лизинггүй,Чингэлтэй,1,"40, 50 мянгат",2020-03-19 11:37:00,KHOTYN TOVD KOMPYUTER LANDYN ARD TALD 1 OROO BAIR 31M2,68000000.0,Улаанбаатар,31.0,70839285.71428572
16027,Паркет,1 тагттай,2006,Байхгүй,Вакум,13,Төмөр,36.0,12,Лизинггүй,Баянгол,1,10-р хороолол,2020-03-19 11:31:00,10-R KHOROOLOLD 36M2 1 OROO BAIR,59400000.0,Улаанбаатар,36.0,64905996.45390071
16028,Паркет,Тагтгүй,2006,Байхгүй,Вакум,4,Бүргэд,33.1,3,Лизинггүй,Баянзүрх,2,Өгөөмөр захын зүүн,2020-03-19 11:47:00,1OROO BAIR,50000000.0,Улаанбаатар,33.1,51355263.15789474
16029,Паркет,1 тагттай,2020,Байхгүй,Вакум,16,Бүргэд,35.45,10,Лизинггүй,Баянзүрх,2,Офицер,2020-03-19 11:47:00,1 OROO BAIR,42540000.0,Улаанбаатар,35.45,57844298.65771812
16030,Паркет,1 тагттай,2014,Байхгүй,Вакум,15,Бүргэд,24.5,5,Лизинггүй,Чингэлтэй,1,Бага тойрог,2020-03-19 12:16:00,HOTIIN TUV SUIS IIN ARD 1 URUU BAIR 24.5M2,54000000.0,Улаанбаатар,24.5,66857142.85714286
16031,Паркет,1 тагттай,2020,Байхгүй,Вакум,12,Бүргэд,28.0,11,Лизинггүй,Хан-Уул,1,Яармаг,2020-03-19 13:48:00,GARDEN VILLA KHOTKHON-D 1 OROO,62000000.0,Улаанбаатар,28.0,44323492.85714286
16032,Паркет,1 тагттай,2016,Байхгүй,Вакум,9,Бүргэд,41.0,8,Лизинггүй,Баянзүрх,4,16-р хороолол,2020-03-19 13:47:00,16-R KHOROOLOLD 40M2 1 OROO BAIR,58000000.0,Улаанбаатар,41.0,62746655.27950311
